applicant_income,loan_amount,credit_history,debt_to_income,loan_term,employment_length,loan_to_income,approved
189818,63514.7,1,0.1,24,15,0.33460841437587585,1
152883,47794.8,1,0.19405708130017552,24,13,0.3126233786621142,1
161189,17867.5,1,0.1,24,8,0.11084813479828028,1
155808,29749.75,1,0.1,24,11,0.19093852690490862,1
142221,25448.14,1,0.14657922090961883,24,11,0.17893377208710387,1
43234,8994.44,0,0.1,60,1,0.20804089374103715,0
83441,10538.0,1,0.1,36,5,0.126292829664074,1
30846,11755.02,0,0.12008734898570925,36,3,0.3810873370939506,0
40954,10899.53,1,0.15425662244570387,36,14,0.266140792108219,1
109239,20936.45,1,0.1,12,11,0.19165728357088585,1
76514,16763.79,1,0.19302365621647993,36,18,0.21909441409415273,1
118236,27686.23,1,0.22777028688576875,12,19,0.23416074630400216,1
127579,35744.87,1,0.1,24,19,0.280178320883531,1
167541,42673.33,1,0.1,24,19,0.254703803845029,1
191177,71847.68,1,0.1,12,19,0.37581759312051133,1
72101,17959.57,1,0.1,60,13,0.24908905563029637,1
94323,37507.3,1,0.1318179847665488,36,7,0.3976474454798936,1
121922,43334.43,1,0.1,12,15,0.3554274864257476,1
198048,32193.33,1,0.1,24,6,0.16255316892874455,1
157534,59733.52,1,0.1,12,11,0.3791785900186626,1
97584,13165.05,1,0.1,60,12,0.1349099237579931,1
134537,46446.87,1,0.1,12,5,0.3452349167886901,1
108477,23234.36,1,0.1,24,16,0.21418697050987767,1
72533,26357.93,0,0.1,60,4,0.3633922490452622,0
31828,11471.35,1,0.32618331473905166,36,9,0.36041692849063717,1
31917,10908.52,0,0.1,36,3,0.3417777360027572,0
50618,17058.73,1,0.2420918000031087,60,13,0.337009166699593,1
62254,11915.65,0,0.1,60,7,0.19140376521990554,0
135292,16813.52,1,0.1,24,15,0.12427578866451823,1
77362,17088.81,1,0.1,36,8,0.22089410821850522,1
50128,7622.33,0,0.32032231048918147,36,7,0.15205733322693904,0
153781,47439.18,1,0.1,12,16,0.3084853135302801,1
95545,19474.93,1,0.20921785968442227,36,18,0.2038299230728976,1
112180,44051.19,1,0.1,24,8,0.3926830985915493,1
117958,34478.14,1,0.17319256786603168,24,7,0.29229166313433597,1
170937,59271.41,1,0.1,24,10,0.34674418060455026,1
163291,22821.13,1,0.1,24,5,0.1397574269249377,1
69809,25033.81,0,0.18669462193639855,36,12,0.35860433468463954,0
146748,55298.63,1,0.17816188688467494,24,6,0.3768271458554801,1
35287,8684.79,0,0.18435500719012562,36,2,0.2461186839345935,0
195459,55095.18,1,0.1,12,6,0.28187589213083053,1
38512,12687.51,0,0.1,36,13,0.3294430307436643,0
162414,24760.27,1,0.10591542438910129,24,16,0.15245157437166748,1
138872,34824.91,1,0.1,24,5,0.25076984561322657,1
180288,39591.05,1,0.1,12,16,0.2195989195065673,1
123070,17711.27,1,0.1,24,11,0.14391216380921426,1
109767,23079.65,1,0.1,24,9,0.21026036969216616,1
127829,15397.22,1,0.1,12,12,0.12045169718921371,1
187686,20221.96,1,0.10922492982964488,24,8,0.10774357171019681,1
197330,27734.71,1,0.1,12,19,0.14054989104545684,1
72078,28033.62,1,0.32912603510372246,60,9,0.3889344876383917,1
136288,36097.08,1,0.1,12,19,0.26485882836346564,1
113524,44245.6,1,0.11753744449026435,12,14,0.3897466614988901,1
42219,9699.79,1,0.28696198731705513,60,14,0.22974940192804189,1
30235,5851.83,0,0.1665498801030354,36,7,0.19354489829667604,0
72929,18366.63,0,0.2933856940062521,36,6,0.2518426140492808,0
157309,36472.64,1,0.1642465851600991,24,8,0.23185348581454335,1
97444,12833.32,1,0.2590540470784018,36,19,0.13169943762571323,1
169639,49576.64,1,0.1,24,11,0.29224789110994526,1
131834,21727.75,1,0.1,24,16,0.1648114295250087,1
114555,32748.57,1,0.1,12,9,0.2858763912531099,1
103698,30597.17,1,0.2779481281784152,12,9,0.29506036760593257,1
154450,22489.07,1,0.1,12,19,0.14560744577533183,1
166487,19712.87,1,0.1,12,5,0.11840486043955384,1
197231,65920.22,1,0.1,24,6,0.3342284934924023,1
73925,17589.72,0,0.20122581637991901,36,5,0.23794007439972947,0
167023,19616.71,1,0.16199753843474635,24,17,0.11744915370936937,1
117388,46774.41,1,0.1,24,7,0.39845989368589635,1
38007,4459.52,1,0.1599747455172993,60,12,0.11733417528350042,1
88596,27332.8,1,0.1,36,17,0.3085105422366698,1
151101,59700.56,1,0.1,12,6,0.3951036723780782,1
191595,32907.21,1,0.1,12,18,0.17175401236984264,1
118861,16958.47,1,0.1,24,18,0.1426748050243562,1
116740,15925.14,1,0.20034871610225105,24,8,0.1364154531437382,1
45524,8694.29,1,0.3831458054109983,60,4,0.19098255865038224,1
180354,23502.6,1,0.1,24,8,0.1303137163578296,1
185002,56915.57,1,0.1,24,8,0.30764840380103997,1
161149,19126.38,1,0.1491542248461577,24,7,0.11868755003133746,1
155501,39314.8,1,0.1,12,17,0.2528266699249523,1
50611,20194.25,0,0.1,36,10,0.39900910869178635,0
178056,61285.29,1,0.1,12,11,0.34419109718290875,1
44060,12537.97,0,0.24996513365074988,60,5,0.2845658193372673,0
73303,14065.09,1,0.1,60,4,0.1918760487292471,1
190359,54665.16,1,0.10651255258029346,24,9,0.28716877058610313,1
69711,17993.28,0,0.13926381090340817,60,4,0.2581124930068425,0
173026,39419.65,1,0.1,24,15,0.22782500895819127,1
103340,14386.28,1,0.1,24,6,0.1392130830269015,1
132974,48665.99,1,0.1,12,6,0.365981244453803,1
179646,42205.2,1,0.1,12,9,0.23493537290003672,1
170256,26966.3,1,0.1,12,11,0.15838678225730665,1
180168,37894.34,1,0.1,12,14,0.21032780515962876,1
97728,21914.42,1,0.13570044507763532,36,14,0.22423890798952192,1
195088,67941.61,1,0.1,24,13,0.3482613487246781,1
41246,13202.2,0,0.34447113892244374,60,13,0.32008437181787325,0
179453,59361.52,1,0.1,12,11,0.3307914607167336,1
157796,16301.81,1,0.1,12,9,0.10330939947780679,1
197527,44413.2,1,0.1,24,14,0.22484622355424827,1
122263,29881.47,1,0.1,12,14,0.24440321274629284,1
165090,17459.54,1,0.1,24,14,0.10575770791689382,1
41302,7349.44,0,0.18187499555301834,36,9,0.17794392523364486,0
97506,31990.45,1,0.1,36,15,0.3280869895185937,1
71157,10042.59,1,0.3115207552918455,36,4,0.1411328470846157,1
84917,22128.78,1,0.2883911392527355,60,7,0.26059304968380886,1
126646,20840.94,1,0.21037810562143427,24,9,0.16456058620090647,1
113122,11723.54,1,0.1,24,12,0.10363625112710172,1
54519,9396.92,0,0.26738432509570476,60,5,0.17236046149048956,0
110910,43561.25,1,0.1,24,16,0.39276214949057797,1
150430,51215.57,1,0.1,24,5,0.3404611447184737,1
